Passenger,Origin,Dest,Entry Time,Waiting Time,Boarding Time,Promise Board,Travel Time,Alighting Time,Promise Alight,Bus Selected,Bus Route Passengers,Bus Route Locations,Alight Difference,Board Difference
147,B,V,2009-01-01 12:32:40,00:08:13,2009-01-01 12:40:53,2009-01-01 13:08:40,00:54:00,2009-01-01 13:34:53,2009-01-01 13:56:40,7,"[-1, 115, 126, 147, -1, 115, -1, 149, 146, 126, 149, -1, 147, 146]","['C', 'B', 'B', 'B', 'F', 'L', 'R', 'X', 'T', 'N', 'M', 'Q', 'V', 'U']",00:21:47,00:27:47
164,M,L,2009-01-01 13:02:49,00:21:13,2009-01-01 13:24:02,2009-01-01 13:50:49,00:12:00,2009-01-01 13:36:02,2009-01-01 13:56:49,0,"[145, -1, 164, 165, 181, 164, -1, 145, -1, 165, -1, -1, -1, 181]","['D', 'H', 'M', 'L', 'L', 'L', 'Q', 'W', 'S', 'T', 'N', 'M', 'Q', 'U']",00:20:47,00:26:47
169,W,H,2009-01-01 13:09:17,00:06:00,2009-01-01 13:15:17,2009-01-01 13:45:17,00:24:00,2009-01-01 13:39:17,2009-01-01 14:09:17,8,"[-1, 169, -1, 168, -1, 169, 167, 167, -1, -1, 168]","['R', 'W', 'Q', 'K', 'G', 'H', 'I', 'H', 'L', 'R', 'X']",00:30:00,00:30:00
155,I,F,2009-01-01 12:44:34,00:30:47,2009-01-01 13:15:21,2009-01-01 13:20:34,00:24:00,2009-01-01 13:39:21,2009-01-01 13:56:34,2,"[155, 174, -1, 172, 173, 155, 173, -1, 172, -1, 174]","['I', 'M', 'G', 'A', 'F', 'F', 'A', 'B', 'C', 'D', 'E']",00:17:13,00:05:13
177,D,K,2009-01-01 13:19:47,00:01:55,2009-01-01 13:21:42,2009-01-01 13:49:47,00:24:00,2009-01-01 13:45:42,2009-01-01 14:25:47,4,"[152, 177, 178, 178, -1, 177, 152, 154, 179, 179, 154]","['D', 'D', 'H', 'C', 'G', 'K', 'P', 'U', 'V', 'Q', 'L']",00:40:05,00:28:05
153,V,S,2009-01-01 12:40:50,00:53:11,2009-01-01 13:34:01,2009-01-01 13:34:50,00:12:00,2009-01-01 13:46:01,2009-01-01 13:52:50,9,"[153, -1, 153, -1, -1, 176, 180, 189, -1, 180, 176, -1, -1, -1, 189]","['V', 'R', 'S', 'M', 'G', 'F', 'F', 'B', 'C', 'D', 'E', 'I', 'M', 'Q', 'U']",00:06:49,00:00:49
185,M,L,2009-01-01 13:29:51,00:12:00,2009-01-01 13:41:51,2009-01-01 14:11:51,00:06:00,2009-01-01 13:47:51,2009-01-01 14:17:51,5,"[159, -1, 185, 185, -1, 182, 159, -1, -1, 182]","['C', 'G', 'M', 'L', 'Q', 'W', 'V', 'R', 'N', 'J']",00:30:00,00:30:00
145,D,W,2009-01-01 12:32:01,00:52:01,2009-01-01 13:24:02,2009-01-01 13:32:01,00:24:00,2009-01-01 13:48:02,2009-01-01 13:56:01,0,"[145, -1, 164, 165, 181, 164, -1, 145, -1, 165, -1, -1, -1, 181]","['D', 'H', 'M', 'L', 'L', 'L', 'Q', 'W', 'S', 'T', 'N', 'M', 'Q', 'U']",00:07:59,00:07:59
183,K,Q,2009-01-01 13:28:25,00:15:23,2009-01-01 13:43:48,2009-01-01 14:10:25,00:06:00,2009-01-01 13:49:48,2009-01-01 14:16:25,3,"[157, -1, 183, 187, 183, 157, -1, 184, 186, 186, -1, 184, -1, -1, 187]","['C', 'G', 'K', 'Q', 'Q', 'W', 'S', 'T', 'O', 'N', 'H', 'D', 'C', 'B', 'F']",00:26:37,00:26:37
167,I,H,2009-01-01 13:07:22,00:37:55,2009-01-01 13:45:17,2009-01-01 13:49:22,00:06:00,2009-01-01 13:51:17,2009-01-01 13:55:22,8,"[-1, 169, -1, 168, -1, 169, 167, 167, -1, -1, 168]","['R', 'W', 'Q', 'K', 'G', 'H', 'I', 'H', 'L', 'R', 'X']",00:04:05,00:04:05
175,H,Y,2009-01-01 13:17:08,00:16:31,2009-01-01 13:33:39,2009-01-01 13:53:08,00:18:00,2009-01-01 13:51:39,2009-01-01 14:11:08,1,"[175, -1, 166, 175, -1, -1, -1, 188, 166, -1, -1, 188]","['H', 'M', 'S', 'Y', 'S', 'M', 'G', 'A', 'A', 'B', 'H', 'N']",00:19:29,00:19:29
152,D,P,2009-01-01 12:40:47,00:40:55,2009-01-01 13:21:42,2009-01-01 13:28:47,00:30:00,2009-01-01 13:51:42,2009-01-01 14:04:47,4,"[152, 177, 178, 178, -1, 177, 152, 154, 179, 179, 154]","['D', 'D', 'H', 'C', 'G', 'K', 'P', 'U', 'V', 'Q', 'L']",00:13:05,00:07:05
162,T,U,2009-01-01 12:58:46,00:11:22,2009-01-01 13:10:08,2009-01-01 13:28:46,00:42:00,2009-01-01 13:52:08,2009-01-01 14:10:46,6,"[136, 162, -1, -1, 136, -1, -1, -1, 170, 162, -1, -1, 171, 170, -1, -1, -1, 171]","['T', 'T', 'N', 'I', 'E', 'I', 'M', 'Q', 'U', 'U', 'P', 'K', 'F', 'F', 'G', 'M', 'S', 'Y']",00:18:38,00:18:38
157,C,W,2009-01-01 12:48:29,00:43:19,2009-01-01 13:31:48,2009-01-01 13:36:29,00:24:00,2009-01-01 13:55:48,2009-01-01 14:12:29,3,"[157, -1, 183, 187, 183, 157, -1, 184, 186, 186, -1, 184, -1, -1, 187]","['C', 'G', 'K', 'Q', 'Q', 'W', 'S', 'T', 'O', 'N', 'H', 'D', 'C', 'B', 'F']",00:16:41,00:04:41
197,R,Q,2009-01-01 13:46:31,00:07:22,2009-01-01 13:53:53,2009-01-01 14:22:31,00:06:00,2009-01-01 13:59:53,2009-01-01 14:28:31,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:28:38,00:28:38
146,T,U,2009-01-01 12:32:07,01:03:54,2009-01-01 13:36:01,2009-01-01 13:38:07,00:24:00,2009-01-01 14:00:01,2009-01-01 14:02:07,7,"[146, -1, -1, -1, 146, -1, -1, 190, 190]","['T', 'N', 'M', 'Q', 'U', 'P', 'L', 'H', 'L']",00:02:06,00:02:06
165,L,T,2009-01-01 13:02:52,00:33:10,2009-01-01 13:36:02,2009-01-01 13:56:52,00:24:00,2009-01-01 14:00:02,2009-01-01 14:20:52,0,"[145, -1, 164, 165, 181, 164, -1, 145, -1, 165, -1, -1, -1, 181]","['D', 'H', 'M', 'L', 'L', 'L', 'Q', 'W', 'S', 'T', 'N', 'M', 'Q', 'U']",00:20:50,00:20:50
173,F,A,2009-01-01 13:15:07,00:35:39,2009-01-01 13:50:46,2009-01-01 14:09:07,00:12:00,2009-01-01 14:02:46,2009-01-01 14:15:07,2,"[174, -1, 172, 173, 173, -1, 172, 200, 174, -1, -1, 200, 194, 193, 194, -1, -1, 195, -1, 193, -1, -1, 195]","['M', 'G', 'A', 'F', 'A', 'B', 'C', 'I', 'E', 'I', 'N', 'T', 'X', 'Y', 'S', 'M', 'Q', 'U', 'P', 'K', 'G', 'C', 'I']",00:12:21,00:18:21
159,C,V,2009-01-01 12:56:06,00:33:45,2009-01-01 13:29:51,2009-01-01 13:32:06,00:36:00,2009-01-01 14:05:51,2009-01-01 14:08:06,5,"[159, -1, 185, 185, -1, 182, 159, -1, -1, 182]","['C', 'G', 'M', 'L', 'Q', 'W', 'V', 'R', 'N', 'J']",00:02:15,00:02:15
170,U,F,2009-01-01 13:09:41,00:42:27,2009-01-01 13:52:08,2009-01-01 14:21:41,00:18:00,2009-01-01 14:10:08,2009-01-01 14:39:41,6,"[136, 162, -1, -1, 136, -1, -1, -1, 170, 162, -1, -1, 171, 170, -1, -1, -1, 171]","['T', 'T', 'N', 'I', 'E', 'I', 'M', 'Q', 'U', 'U', 'P', 'K', 'F', 'F', 'G', 'M', 'S', 'Y']",00:29:33,00:29:33
166,S,A,2009-01-01 13:03:38,00:50:27,2009-01-01 13:54:05,2009-01-01 14:03:38,00:18:00,2009-01-01 14:12:05,2009-01-01 14:21:38,1,"[166, -1, -1, 188, 201, 166, 201, -1, -1, 188]","['S', 'M', 'G', 'A', 'A', 'A', 'F', 'B', 'H', 'N']",00:09:33,00:09:33
179,V,Q,2009-01-01 13:21:42,00:45:16,2009-01-01 14:06:58,2009-01-01 14:33:42,00:06:00,2009-01-01 14:12:58,2009-01-01 14:39:42,4,"[154, 179, 179, 154, -1, 204, -1, -1, 204]","['U', 'V', 'Q', 'L', 'H', 'N', 'H', 'B', 'A']",00:26:44,00:26:44
172,A,C,2009-01-01 13:13:16,00:37:30,2009-01-01 13:50:46,2009-01-01 14:07:16,00:24:00,2009-01-01 14:14:46,2009-01-01 14:19:16,2,"[174, -1, 172, 173, 173, -1, 172, 200, 174, -1, -1, 200, 194, 193, 194, -1, -1, 195, -1, 193, -1, -1, 195]","['M', 'G', 'A', 'F', 'A', 'B', 'C', 'I', 'E', 'I', 'N', 'T', 'X', 'Y', 'S', 'M', 'Q', 'U', 'P', 'K', 'G', 'C', 'I']",00:04:30,00:16:30
168,K,X,2009-01-01 13:08:20,00:49:55,2009-01-01 13:58:15,2009-01-01 14:08:20,00:18:00,2009-01-01 14:16:15,2009-01-01 14:26:20,8,"[168, 202, 203, 168, 203, -1, 202]","['K', 'Q', 'R', 'X', 'Y', 'S', 'O']",00:10:05,00:10:05
154,U,L,2009-01-01 12:43:37,01:17:21,2009-01-01 14:00:58,2009-01-01 14:07:37,00:18:00,2009-01-01 14:18:58,2009-01-01 14:19:37,4,"[154, 179, 179, 154, -1, 204, -1, -1, 204]","['U', 'V', 'Q', 'L', 'H', 'N', 'H', 'B', 'A']",00:00:39,00:06:39
186,O,N,2009-01-01 13:30:02,00:43:46,2009-01-01 14:13:48,2009-01-01 14:42:02,00:06:00,2009-01-01 14:19:48,2009-01-01 14:48:02,3,"[157, -1, 183, 187, 183, 157, -1, 184, 186, 186, -1, 184, -1, -1, 187]","['C', 'G', 'K', 'Q', 'Q', 'W', 'S', 'T', 'O', 'N', 'H', 'D', 'C', 'B', 'F']",00:28:14,00:28:14
210,W,S,2009-01-01 14:15:47,00:00:00,2009-01-01 14:15:47,2009-01-01 14:45:47,00:06:00,2009-01-01 14:21:47,2009-01-01 14:51:47,5,"[182, 210, 210, -1, 182, 206, -1, 206]","['W', 'W', 'S', 'N', 'J', 'D', 'I', 'O']",00:30:00,00:30:00
203,R,Y,2009-01-01 13:58:15,00:12:00,2009-01-01 14:10:15,2009-01-01 14:40:15,00:12:00,2009-01-01 14:22:15,2009-01-01 14:52:15,8,"[168, 202, 203, 168, 203, -1, 202]","['K', 'Q', 'R', 'X', 'Y', 'S', 'O']",00:30:00,00:30:00
174,M,E,2009-01-01 13:15:21,00:35:25,2009-01-01 13:50:46,2009-01-01 13:51:21,00:36:00,2009-01-01 14:26:46,2009-01-01 14:39:21,2,"[174, -1, 172, 173, 173, -1, 172, 200, 174, -1, -1, 200, 194, 193, 194, -1, -1, 195, -1, 193, -1, -1, 195]","['M', 'G', 'A', 'F', 'A', 'B', 'C', 'I', 'E', 'I', 'N', 'T', 'X', 'Y', 'S', 'M', 'Q', 'U', 'P', 'K', 'G', 'C', 'I']",00:12:35,00:00:35
180,F,D,2009-01-01 13:22:37,00:49:16,2009-01-01 14:11:53,2009-01-01 14:22:37,00:18:00,2009-01-01 14:29:53,2009-01-01 14:40:37,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:10:44,00:10:44
190,H,L,2009-01-01 13:36:01,00:48:00,2009-01-01 14:24:01,2009-01-01 14:48:01,00:06:00,2009-01-01 14:30:01,2009-01-01 14:54:01,7,"[-1, 190, 190, 209, 212, -1, 212, 209, 211, -1, -1, -1, 211]","['L', 'H', 'L', 'Q', 'U', 'Q', 'W', 'X', 'T', 'N', 'H', 'B', 'A']",00:24:00,00:24:00
184,T,D,2009-01-01 13:29:51,00:37:57,2009-01-01 14:07:48,2009-01-01 14:35:51,00:24:00,2009-01-01 14:31:48,2009-01-01 14:53:51,3,"[157, -1, 183, 187, 183, 157, -1, 184, 186, 186, -1, 184, -1, -1, 187]","['C', 'G', 'K', 'Q', 'Q', 'W', 'S', 'T', 'O', 'N', 'H', 'D', 'C', 'B', 'F']",00:22:03,00:28:03
201,A,F,2009-01-01 13:54:05,00:32:17,2009-01-01 14:26:22,2009-01-01 14:42:05,00:06:00,2009-01-01 14:32:22,2009-01-01 14:48:05,1,"[188, 201, 208, 213, 219, 218, 201, 208, 219, 188, -1, 213, -1, -1, -1, 218]","['A', 'A', 'B', 'B', 'B', 'F', 'F', 'L', 'M', 'N', 'H', 'C', 'G', 'K', 'Q', 'W']",00:15:43,00:15:43
181,L,U,2009-01-01 13:24:02,00:38:53,2009-01-01 14:02:55,2009-01-01 14:06:02,00:30:00,2009-01-01 14:32:55,2009-01-01 14:54:02,0,"[181, -1, 205, -1, -1, 181, -1, -1, 205]","['L', 'H', 'I', 'M', 'Q', 'U', 'P', 'K', 'F']",00:21:07,00:03:07
182,W,J,2009-01-01 13:27:44,00:48:03,2009-01-01 14:15:47,2009-01-01 14:21:44,00:18:00,2009-01-01 14:33:47,2009-01-01 14:45:44,5,"[182, 210, 210, -1, 182, 206, -1, 206]","['W', 'W', 'S', 'N', 'J', 'D', 'I', 'O']",00:11:57,00:05:57
171,F,Y,2009-01-01 13:10:08,01:01:23,2009-01-01 14:11:31,2009-01-01 14:40:08,00:24:00,2009-01-01 14:35:31,2009-01-01 15:04:08,6,"[171, -1, -1, 207, 171, -1, -1, -1, 207]","['F', 'L', 'R', 'X', 'Y', 'S', 'M', 'G', 'A']",00:28:37,00:28:37
176,F,E,2009-01-01 13:17:39,00:54:14,2009-01-01 14:11:53,2009-01-01 14:17:39,00:24:00,2009-01-01 14:35:53,2009-01-01 14:41:39,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:05:46,00:05:46
208,B,L,2009-01-01 14:14:38,00:11:44,2009-01-01 14:26:22,2009-01-01 14:50:38,00:12:00,2009-01-01 14:38:22,2009-01-01 15:02:38,1,"[188, 201, 208, 213, 219, 218, 201, 208, 219, 188, -1, 213, -1, -1, -1, 218]","['A', 'A', 'B', 'B', 'B', 'F', 'F', 'L', 'M', 'N', 'H', 'C', 'G', 'K', 'Q', 'W']",00:24:16,00:24:16
200,I,T,2009-01-01 13:50:46,00:39:36,2009-01-01 14:30:22,2009-01-01 14:50:46,00:12:00,2009-01-01 14:42:22,2009-01-01 15:14:46,2,"[200, 221, -1, 200, 194, 221, 193, 194, -1, -1, 195, 220, -1, 193, -1, 220, -1, 195]","['I', 'I', 'N', 'T', 'X', 'X', 'Y', 'S', 'M', 'Q', 'U', 'U', 'P', 'K', 'L', 'R', 'M', 'I']",00:32:24,00:20:24
202,Q,O,2009-01-01 13:56:27,00:28:48,2009-01-01 14:25:15,2009-01-01 14:32:27,00:18:00,2009-01-01 14:43:15,2009-01-01 14:56:27,8,"[202, -1, -1, 216, -1, 202, -1, 217, 217, 216]","['Q', 'M', 'S', 'Y', 'S', 'O', 'I', 'E', 'D', 'H']",00:13:12,00:07:12
219,B,M,2009-01-01 14:26:22,00:00:00,2009-01-01 14:26:22,2009-01-01 14:56:22,00:18:00,2009-01-01 14:44:22,2009-01-01 15:14:22,1,"[188, 201, 208, 213, 219, 218, 201, 208, 219, 188, -1, 213, -1, -1, -1, 218]","['A', 'A', 'B', 'B', 'B', 'F', 'F', 'L', 'M', 'N', 'H', 'C', 'G', 'K', 'Q', 'W']",00:30:00,00:30:00
222,R,V,2009-01-01 14:30:55,00:09:38,2009-01-01 14:40:33,2009-01-01 15:00:55,00:06:00,2009-01-01 14:46:33,2009-01-01 15:18:55,4,"[215, 222, 204, -1, 214, 222, 215, 214, -1, 227, 204, -1, 227]","['R', 'R', 'N', 'R', 'V', 'V', 'P', 'P', 'K', 'G', 'A', 'F', 'K']",00:32:22,00:20:22
221,I,X,2009-01-01 14:30:22,00:00:00,2009-01-01 14:30:22,2009-01-01 15:00:22,00:18:00,2009-01-01 14:48:22,2009-01-01 15:18:22,2,"[200, 221, -1, 200, 194, 221, 193, 194, -1, -1, 195, 220, -1, 193, -1, 220, -1, 195]","['I', 'I', 'N', 'T', 'X', 'X', 'Y', 'S', 'M', 'Q', 'U', 'U', 'P', 'K', 'L', 'R', 'M', 'I']",00:30:00,00:30:00
187,Q,F,2009-01-01 13:31:48,00:18:00,2009-01-01 13:49:48,2009-01-01 14:19:48,01:00:00,2009-01-01 14:49:48,2009-01-01 15:19:48,3,"[157, -1, 183, 187, 183, 157, -1, 184, 186, 186, -1, 184, -1, -1, 187]","['C', 'G', 'K', 'Q', 'Q', 'W', 'S', 'T', 'O', 'N', 'H', 'D', 'C', 'B', 'F']",00:30:00,00:30:00
212,U,W,2009-01-01 14:18:01,00:25:53,2009-01-01 14:43:54,2009-01-01 15:12:01,00:06:00,2009-01-01 14:49:54,2009-01-01 15:24:01,7,"[209, 212, 229, 212, 209, 211, 230, 229, -1, -1, 230, 211]","['Q', 'U', 'Q', 'W', 'X', 'T', 'T', 'Y', 'S', 'M', 'G', 'A']",00:34:07,00:28:07
188,A,N,2009-01-01 13:33:39,00:52:43,2009-01-01 14:26:22,2009-01-01 14:45:39,00:24:00,2009-01-01 14:50:22,2009-01-01 15:03:39,1,"[188, 201, 208, 213, 219, 218, 201, 208, 219, 188, -1, 213, -1, -1, -1, 218]","['A', 'A', 'B', 'B', 'B', 'F', 'F', 'L', 'M', 'N', 'H', 'C', 'G', 'K', 'Q', 'W']",00:13:17,00:19:17
215,R,P,2009-01-01 14:22:55,00:17:38,2009-01-01 14:40:33,2009-01-01 14:58:55,00:12:00,2009-01-01 14:52:33,2009-01-01 15:22:55,4,"[215, 222, 204, -1, 214, 222, 215, 214, -1, 227, 204, -1, 227]","['R', 'R', 'N', 'R', 'V', 'V', 'P', 'P', 'K', 'G', 'A', 'F', 'K']",00:30:22,00:18:22
214,V,P,2009-01-01 14:22:10,00:24:23,2009-01-01 14:46:33,2009-01-01 15:16:10,00:06:00,2009-01-01 14:52:33,2009-01-01 15:22:10,4,"[215, 222, 204, -1, 214, 222, 215, 214, -1, 227, 204, -1, 227]","['R', 'R', 'N', 'R', 'V', 'V', 'P', 'P', 'K', 'G', 'A', 'F', 'K']",00:29:37,00:29:37
225,M,Q,2009-01-01 14:37:20,00:09:55,2009-01-01 14:47:15,2009-01-01 15:13:20,00:06:00,2009-01-01 14:53:15,2009-01-01 15:19:20,0,"[205, 225, 225, -1, 205, 228, -1, 228]","['I', 'M', 'Q', 'K', 'F', 'B', 'C', 'D']",00:26:05,00:26:05
198,C,B,2009-01-01 13:47:09,00:36:44,2009-01-01 14:23:53,2009-01-01 14:53:09,00:30:00,2009-01-01 14:53:53,2009-01-01 15:23:09,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:29:16,00:29:16
209,Q,X,2009-01-01 14:15:29,00:28:25,2009-01-01 14:43:54,2009-01-01 15:03:29,00:12:00,2009-01-01 14:55:54,2009-01-01 15:15:29,7,"[209, 212, 229, 212, 209, 211, 230, 229, -1, -1, 230, 211]","['Q', 'U', 'Q', 'W', 'X', 'T', 'T', 'Y', 'S', 'M', 'G', 'A']",00:19:35,00:19:35
213,B,C,2009-01-01 14:18:32,00:33:32,2009-01-01 14:52:04,2009-01-01 14:54:32,00:06:00,2009-01-01 14:58:04,2009-01-01 15:30:32,1,"[213, 218, -1, 236, 213, -1, 236, -1, 218]","['B', 'F', 'B', 'C', 'C', 'G', 'L', 'Q', 'W']",00:32:28,00:02:28
199,E,G,2009-01-01 13:47:53,00:48:00,2009-01-01 14:35:53,2009-01-01 15:05:53,00:24:00,2009-01-01 14:59:53,2009-01-01 15:29:53,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:30:00,00:30:00
235,F,K,2009-01-01 14:51:44,00:03:13,2009-01-01 14:54:57,2009-01-01 15:21:44,00:06:00,2009-01-01 15:00:57,2009-01-01 15:27:44,3,"[235, 235, 239, 239, -1, 241, 242, 237, 242, 241, -1, 237]","['F', 'K', 'P', 'U', 'Q', 'R', 'N', 'T', 'T', 'X', 'R', 'Q']",00:26:47,00:26:47
194,X,S,2009-01-01 13:39:40,01:09:51,2009-01-01 14:49:31,2009-01-01 15:15:40,00:12:00,2009-01-01 15:01:31,2009-01-01 15:21:40,2,"[194, 193, 194, -1, -1, 195, 220, -1, 193, -1, 234, 234, 195, -1, 220]","['X', 'Y', 'S', 'M', 'Q', 'U', 'U', 'P', 'K', 'F', 'B', 'H', 'I', 'M', 'R']",00:20:09,00:26:09
226,O,Y,2009-01-01 14:38:27,00:12:00,2009-01-01 14:50:27,2009-01-01 15:20:27,00:12:00,2009-01-01 15:02:27,2009-01-01 15:32:27,6,"[207, -1, 226, -1, 226, -1, -1, -1, 207]","['X', 'S', 'O', 'S', 'Y', 'S', 'M', 'G', 'A']",00:30:00,00:30:00
236,C,L,2009-01-01 14:52:04,00:06:44,2009-01-01 14:58:48,2009-01-01 15:28:04,00:06:00,2009-01-01 15:04:48,2009-01-01 15:40:04,1,"[218, -1, 236, -1, 236, -1, 244, -1, 218, -1, -1, -1, 244]","['F', 'B', 'C', 'G', 'L', 'P', 'U', 'Q', 'W', 'Q', 'K', 'G', 'C']",00:35:16,00:29:16
205,I,F,2009-01-01 14:02:55,00:38:20,2009-01-01 14:41:15,2009-01-01 14:44:55,00:24:00,2009-01-01 15:05:15,2009-01-01 15:20:55,0,"[205, 225, 225, -1, 205, 228, -1, 228]","['I', 'M', 'Q', 'K', 'F', 'B', 'C', 'D']",00:15:40,00:03:40
216,Y,H,2009-01-01 14:23:05,00:24:39,2009-01-01 14:47:44,2009-01-01 14:53:05,00:18:00,2009-01-01 15:05:44,2009-01-01 15:23:05,8,"[216, 233, -1, -1, 216, -1, 217, 217, -1, -1, -1, 233]","['Y', 'Y', 'S', 'M', 'H', 'D', 'E', 'D', 'H', 'L', 'P', 'V']",00:17:21,00:05:21
206,D,O,2009-01-01 14:09:53,00:53:38,2009-01-01 15:03:31,2009-01-01 15:03:53,00:12:00,2009-01-01 15:15:31,2009-01-01 15:15:53,5,"[206, 231, 224, 238, 247, -1, 223, 243, 206, 243, 231, 224, 232, 223, -1, 232, 238, 247]","['D', 'D', 'E', 'I', 'D', 'I', 'O', 'O', 'O', 'N', 'R', 'Q', 'K', 'K', 'F', 'A', 'A', 'A']",00:00:22,00:00:22
239,P,U,2009-01-01 14:52:52,00:17:24,2009-01-01 15:10:16,2009-01-01 15:34:52,00:06:00,2009-01-01 15:16:16,2009-01-01 15:40:52,3,"[-1, 239, 239, -1, 241, 242, 237, 242, 246, 241, -1, 237, -1, 248, -1, 246, -1, 248]","['K', 'P', 'U', 'Q', 'R', 'N', 'T', 'T', 'X', 'X', 'R', 'Q', 'L', 'H', 'B', 'F', 'K', 'Q']",00:24:36,00:24:36
189,B,U,2009-01-01 13:34:01,00:43:52,2009-01-01 14:17:53,2009-01-01 14:40:01,01:00:00,2009-01-01 15:17:53,2009-01-01 15:22:01,9,"[-1, 197, 197, -1, 176, 180, 189, 198, 180, 199, 176, -1, -1, 198, 199, -1, -1, 189]","['S', 'R', 'Q', 'K', 'F', 'F', 'B', 'C', 'D', 'E', 'E', 'D', 'C', 'B', 'G', 'K', 'P', 'U']",00:04:08,00:22:08
204,N,A,2009-01-01 14:00:58,00:59:31,2009-01-01 15:00:29,2009-01-01 15:00:58,00:18:00,2009-01-01 15:18:29,2009-01-01 15:18:58,4,"[204, 240, -1, 227, 245, 204, -1, 240, 245, -1, 227]","['N', 'S', 'M', 'G', 'G', 'A', 'B', 'H', 'C', 'G', 'K']",00:00:29,00:00:29
243,O,N,2009-01-01 14:55:25,00:20:06,2009-01-01 15:15:31,2009-01-01 15:37:25,00:06:00,2009-01-01 15:21:31,2009-01-01 15:43:25,5,"[206, 231, 224, 238, 247, -1, 223, 243, 206, 243, 231, 224, 232, 223, -1, 232, 238, 247]","['D', 'D', 'E', 'I', 'D', 'I', 'O', 'O', 'O', 'N', 'R', 'Q', 'K', 'K', 'F', 'A', 'A', 'A']",00:21:54,00:21:54
229,Q,Y,2009-01-01 14:42:17,00:22:31,2009-01-01 15:04:48,2009-01-01 15:12:17,00:18:00,2009-01-01 15:22:48,2009-01-01 15:36:17,7,"[229, -1, -1, 211, 230, 229, -1, -1, 230, 211, -1, -1, 250, -1, -1, 250]","['Q', 'M', 'N', 'T', 'T', 'Y', 'S', 'M', 'G', 'A', 'B', 'C', 'D', 'H', 'M', 'S']",00:13:29,00:07:29
217,E,D,2009-01-01 14:25:15,00:52:29,2009-01-01 15:17:44,2009-01-01 15:25:15,00:06:00,2009-01-01 15:23:44,2009-01-01 15:31:15,8,"[216, 233, -1, -1, 216, -1, 217, 217, -1, -1, -1, 233]","['Y', 'Y', 'S', 'M', 'H', 'D', 'E', 'D', 'H', 'L', 'P', 'V']",00:07:31,00:07:31
207,X,A,2009-01-01 14:11:31,00:26:56,2009-01-01 14:38:27,2009-01-01 14:59:31,00:48:00,2009-01-01 15:26:27,2009-01-01 15:29:31,6,"[207, -1, 226, -1, 226, -1, -1, -1, 207]","['X', 'S', 'O', 'S', 'Y', 'S', 'M', 'G', 'A']",00:03:04,00:21:04
231,D,R,2009-01-01 14:44:04,00:19:27,2009-01-01 15:03:31,2009-01-01 15:14:04,00:24:00,2009-01-01 15:27:31,2009-01-01 15:44:04,5,"[206, 231, 224, 238, 247, -1, 223, 243, 206, 243, 231, 224, 232, 223, -1, 232, 238, 247]","['D', 'D', 'E', 'I', 'D', 'I', 'O', 'O', 'O', 'N', 'R', 'Q', 'K', 'K', 'F', 'A', 'A', 'A']",00:16:33,00:10:33
218,F,W,2009-01-01 14:26:15,00:32:33,2009-01-01 14:58:48,2009-01-01 15:02:15,00:30:00,2009-01-01 15:28:48,2009-01-01 15:56:15,1,"[218, -1, 236, -1, 236, -1, 244, -1, 218, -1, -1, -1, 244]","['F', 'B', 'C', 'G', 'L', 'P', 'U', 'Q', 'W', 'Q', 'K', 'G', 'C']",00:27:27,00:03:27
193,Y,K,2009-01-01 13:39:32,01:15:59,2009-01-01 14:55:31,2009-01-01 15:09:32,00:36:00,2009-01-01 15:31:31,2009-01-01 15:33:32,2,"[194, 193, 194, -1, -1, 195, 220, -1, 193, -1, 234, 234, 195, -1, 220]","['X', 'Y', 'S', 'M', 'Q', 'U', 'U', 'P', 'K', 'F', 'B', 'H', 'I', 'M', 'R']",00:02:01,00:14:01
