Passenger,Origin,Dest,Entry Time,Waiting Time,Boarding Time,Promise Board,Travel Time,Alighting Time,Promise Alight,Bus Selected,Bus Route Passengers,Bus Route Locations,Alight Difference,Board Difference
157,M,A,2009-01-01 11:37:17,00:45:45,2009-01-01 12:23:02,2009-01-01 12:31:17,00:18:00,2009-01-01 12:41:02,2009-01-01 12:49:17,4,"[164, 157, 163, 175, -1, 170, 164, 157, -1, 163, -1, 172, 175, 195, 170, -1, 195, 172]","['Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'R', 'L', 'F', 'A']",00:08:15,00:08:15
112,S,U,2009-01-01 10:56:05,01:00:32,2009-01-01 11:56:37,2009-01-01 12:20:05,00:48:00,2009-01-01 12:44:37,2009-01-01 13:08:05,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:23:28,00:23:28
166,W,D,2009-01-01 11:51:39,00:17:17,2009-01-01 12:08:56,2009-01-01 12:33:39,00:36:00,2009-01-01 12:44:56,2009-01-01 12:57:39,2,"[-1, 168, 166, 171, -1, 168, -1, 167, 169, 171, 173, 166, -1, 169, -1, 167, -1, -1, 173]","['T', 'X', 'W', 'W', 'Q', 'M', 'I', 'J', 'E', 'E', 'D', 'D', 'C', 'G', 'K', 'Q', 'M', 'N', 'T']",00:12:43,00:24:43
145,V,T,2009-01-01 11:29:25,00:57:38,2009-01-01 12:27:03,2009-01-01 12:47:25,00:18:00,2009-01-01 12:45:03,2009-01-01 13:05:25,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:20:22,00:20:22
154,B,J,2009-01-01 11:34:16,00:54:00,2009-01-01 12:28:16,2009-01-01 12:28:16,00:18:00,2009-01-01 12:46:16,2009-01-01 12:46:16,9,"[161, -1, 155, 155, -1, 156, 154, 156, 182, 161, 181, 154, 183, -1, 181, 182, -1, -1, 183]","['W', 'Q', 'U', 'Q', 'K', 'F', 'B', 'C', 'I', 'I', 'J', 'J', 'O', 'I', 'C', 'B', 'C', 'D', 'E']",00:00:00,00:00:00
201,R,U,2009-01-01 12:29:06,00:06:16,2009-01-01 12:35:22,2009-01-01 12:59:06,00:12:00,2009-01-01 12:47:22,2009-01-01 13:17:06,5,"[201, -1, 126, 201, -1, -1, 212, 126, -1, -1, 212]","['R', 'Q', 'U', 'U', 'Q', 'M', 'I', 'E', 'I', 'M', 'S']",00:29:44,00:23:44
158,X,P,2009-01-01 11:38:37,00:24:00,2009-01-01 12:02:37,2009-01-01 12:32:37,00:48:00,2009-01-01 12:50:37,2009-01-01 13:20:37,7,"[108, 95, 96, 107, 95, 112, 158, 96, 108, 107, -1, -1, -1, 112, 158]","['P', 'V', 'V', 'R', 'R', 'S', 'X', 'T', 'N', 'J', 'I', 'M', 'Q', 'U', 'P']",00:30:00,00:30:00
163,M,K,2009-01-01 11:46:44,00:36:18,2009-01-01 12:23:02,2009-01-01 12:34:44,00:30:00,2009-01-01 12:53:02,2009-01-01 13:04:44,4,"[164, 157, 163, 175, -1, 170, 164, 157, -1, 163, -1, 172, 175, 195, 170, -1, 195, 172]","['Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'R', 'L', 'F', 'A']",00:11:42,00:11:42
160,S,J,2009-01-01 11:42:18,00:59:40,2009-01-01 12:41:58,2009-01-01 12:54:18,00:12:00,2009-01-01 12:53:58,2009-01-01 13:18:18,6,"[160, 220, 142, 160, 142, -1, -1, -1, 218, -1, -1, -1, 223, -1, 218, 220, -1, -1, -1, 223]","['S', 'N', 'J', 'J', 'E', 'D', 'C', 'B', 'A', 'F', 'K', 'Q', 'W', 'S', 'Y', 'Y', 'S', 'M', 'Q', 'U']",00:24:20,00:12:20
180,N,D,2009-01-01 12:01:12,00:49:04,2009-01-01 12:50:16,2009-01-01 13:01:12,00:06:00,2009-01-01 12:56:16,2009-01-01 13:25:12,0,"[179, 180, 205, 176, -1, 206, 180, 179, 176, -1, 205, -1, 202, 233, -1, -1, 206, 202, -1, -1, -1, 233]","['I', 'N', 'H', 'B', 'C', 'D', 'D', 'E', 'E', 'I', 'O', 'S', 'X', 'X', 'R', 'L', 'F', 'B', 'F', 'K', 'P', 'U']",00:28:56,00:10:56
169,E,G,2009-01-01 11:55:41,00:43:15,2009-01-01 12:38:56,2009-01-01 13:07:41,00:18:00,2009-01-01 12:56:56,2009-01-01 13:25:41,2,"[-1, 168, 166, 171, -1, 168, -1, 167, 169, 171, 173, 166, -1, 169, -1, 167, -1, -1, 173]","['T', 'X', 'W', 'W', 'Q', 'M', 'I', 'J', 'E', 'E', 'D', 'D', 'C', 'G', 'K', 'Q', 'M', 'N', 'T']",00:28:45,00:28:45
142,J,E,2009-01-01 11:28:14,01:25:44,2009-01-01 12:53:58,2009-01-01 13:04:14,00:06:00,2009-01-01 12:59:58,2009-01-01 13:10:14,6,"[160, 220, 142, 160, 142, -1, -1, -1, 218, -1, -1, -1, 223, -1, 218, 220, -1, -1, -1, 223]","['S', 'N', 'J', 'J', 'E', 'D', 'C', 'B', 'A', 'F', 'K', 'Q', 'W', 'S', 'Y', 'Y', 'S', 'M', 'Q', 'U']",00:10:16,00:10:16
179,I,E,2009-01-01 12:00:33,00:49:43,2009-01-01 12:50:16,2009-01-01 13:06:33,00:12:00,2009-01-01 13:02:16,2009-01-01 13:12:33,0,"[179, 180, 205, 176, -1, 206, 180, 179, 176, -1, 205, -1, 202, 233, -1, -1, 206, 202, -1, -1, -1, 233]","['I', 'N', 'H', 'B', 'C', 'D', 'D', 'E', 'E', 'I', 'O', 'S', 'X', 'X', 'R', 'L', 'F', 'B', 'F', 'K', 'P', 'U']",00:10:17,00:16:17
176,B,E,2009-01-01 11:59:55,00:50:21,2009-01-01 12:50:16,2009-01-01 12:53:55,00:12:00,2009-01-01 13:02:16,2009-01-01 13:11:55,0,"[179, 180, 205, 176, -1, 206, 180, 179, 176, -1, 205, -1, 202, 233, -1, -1, 206, 202, -1, -1, -1, 233]","['I', 'N', 'H', 'B', 'C', 'D', 'D', 'E', 'E', 'I', 'O', 'S', 'X', 'X', 'R', 'L', 'F', 'B', 'F', 'K', 'P', 'U']",00:09:39,00:03:39
147,O,G,2009-01-01 11:30:22,00:38:41,2009-01-01 12:09:03,2009-01-01 12:36:22,00:54:00,2009-01-01 13:03:03,2009-01-01 13:30:22,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:27:19,00:27:19
150,O,G,2009-01-01 11:33:03,00:36:00,2009-01-01 12:09:03,2009-01-01 12:39:03,00:54:00,2009-01-01 13:03:03,2009-01-01 13:33:03,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:30:00,00:30:00
200,G,L,2009-01-01 12:26:59,00:31:10,2009-01-01 12:58:09,2009-01-01 13:20:59,00:06:00,2009-01-01 13:04:09,2009-01-01 13:26:59,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:22:50,00:22:50
175,H,W,2009-01-01 11:57:51,00:25:11,2009-01-01 12:23:02,2009-01-01 12:45:51,00:42:00,2009-01-01 13:05:02,2009-01-01 13:27:51,4,"[164, 157, 163, 175, -1, 170, 164, 157, -1, 163, -1, 172, 175, 195, 170, -1, 195, 172]","['Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'R', 'L', 'F', 'A']",00:22:49,00:22:49
183,O,E,2009-01-01 12:04:16,00:54:53,2009-01-01 12:59:09,2009-01-01 13:22:16,00:06:00,2009-01-01 13:05:09,2009-01-01 13:58:16,9,"[182, 181, 183, -1, 183, -1, 181, 182, 236, -1, -1, -1, 236]","['I', 'J', 'O', 'I', 'E', 'D', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:53:07,00:23:07
219,G,P,2009-01-01 12:37:54,00:11:47,2009-01-01 12:49:41,2009-01-01 13:13:54,00:18:00,2009-01-01 13:07:41,2009-01-01 13:31:54,1,"[-1, 219, 216, -1, 225, 219, 221, 224, -1, 217, 222, 216, -1, 217, -1, -1, 225, 222, -1, 221, 226, 224, -1, -1, -1, 226]","['A', 'G', 'H', 'L', 'P', 'P', 'K', 'K', 'P', 'U', 'U', 'U', 'P', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'D', 'H', 'L', 'Q', 'W']",00:24:13,00:24:13
167,J,Q,2009-01-01 11:52:00,00:40:56,2009-01-01 12:32:56,2009-01-01 12:52:00,00:36:00,2009-01-01 13:08:56,2009-01-01 13:16:00,2,"[-1, 168, 166, 171, -1, 168, -1, 167, 169, 171, 173, 166, -1, 169, -1, 167, -1, -1, 173]","['T', 'X', 'W', 'W', 'Q', 'M', 'I', 'J', 'E', 'E', 'D', 'D', 'C', 'G', 'K', 'Q', 'M', 'N', 'T']",00:07:04,00:19:04
199,E,Q,2009-01-01 12:26:18,00:07:51,2009-01-01 12:34:09,2009-01-01 12:56:18,00:36:00,2009-01-01 13:10:09,2009-01-01 13:32:18,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:22:09,00:22:09
197,N,Q,2009-01-01 12:25:06,00:21:03,2009-01-01 12:46:09,2009-01-01 13:07:06,00:24:00,2009-01-01 13:10:09,2009-01-01 13:31:06,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:20:57,00:20:57
170,F,R,2009-01-01 11:55:53,00:39:09,2009-01-01 12:35:02,2009-01-01 12:49:53,00:36:00,2009-01-01 13:11:02,2009-01-01 13:25:53,4,"[164, 157, 163, 175, -1, 170, 164, 157, -1, 163, -1, 172, 175, 195, 170, -1, 195, 172]","['Q', 'M', 'M', 'H', 'B', 'F', 'F', 'A', 'F', 'K', 'Q', 'W', 'W', 'R', 'R', 'L', 'F', 'A']",00:14:51,00:14:51
126,U,E,2009-01-01 11:12:43,01:34:39,2009-01-01 12:47:22,2009-01-01 12:48:43,00:24:00,2009-01-01 13:11:22,2009-01-01 13:18:43,5,"[201, -1, 126, 201, -1, -1, 212, 126, -1, -1, 212]","['R', 'Q', 'U', 'U', 'Q', 'M', 'I', 'E', 'I', 'M', 'S']",00:07:21,00:01:21
238,E,B,2009-01-01 13:00:36,00:02:27,2009-01-01 13:03:03,2009-01-01 13:30:36,00:12:00,2009-01-01 13:15:03,2009-01-01 13:42:36,6,"[220, -1, 238, -1, -1, 238, 218, 241, -1, 239, -1, 223, -1, 220, 218, -1, 241, -1, -1, 239, -1, -1, -1, 223]","['N', 'I', 'E', 'D', 'C', 'B', 'A', 'A', 'F', 'K', 'Q', 'W', 'S', 'Y', 'Y', 'S', 'O', 'I', 'C', 'B', 'F', 'K', 'P', 'U']",00:27:33,00:27:33
189,E,V,2009-01-01 12:13:00,00:21:09,2009-01-01 12:34:09,2009-01-01 12:49:00,00:42:00,2009-01-01 13:16:09,2009-01-01 13:25:00,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:08:51,00:14:51
187,G,V,2009-01-01 12:11:14,00:46:55,2009-01-01 12:58:09,2009-01-01 13:05:14,00:18:00,2009-01-01 13:16:09,2009-01-01 13:23:14,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:07:05,00:07:05
206,D,F,2009-01-01 12:31:01,00:34:03,2009-01-01 13:05:04,2009-01-01 13:31:01,00:12:00,2009-01-01 13:17:04,2009-01-01 14:19:01,0,"[205, 206, 244, -1, 243, 206, 244, -1, -1, 202, 233, -1, 205, -1, 243, -1, -1, 202, -1, -1, -1, 233]","['H', 'D', 'H', 'B', 'F', 'F', 'F', 'L', 'R', 'X', 'X', 'S', 'O', 'I', 'E', 'D', 'C', 'B', 'F', 'K', 'P', 'U']",01:01:57,00:25:57
244,H,F,2009-01-01 13:05:04,00:00:00,2009-01-01 13:05:04,2009-01-01 13:35:04,00:12:00,2009-01-01 13:17:04,2009-01-01 13:47:04,0,"[205, 206, 244, -1, 243, 206, 244, -1, -1, 202, 233, -1, 205, -1, 243, -1, -1, 202, -1, -1, -1, 233]","['H', 'D', 'H', 'B', 'F', 'F', 'F', 'L', 'R', 'X', 'X', 'S', 'O', 'I', 'E', 'D', 'C', 'B', 'F', 'K', 'P', 'U']",00:30:00,00:30:00
181,J,C,2009-01-01 12:02:48,00:56:21,2009-01-01 12:59:09,2009-01-01 13:14:48,00:18:00,2009-01-01 13:17:09,2009-01-01 13:26:48,9,"[182, 181, 183, -1, 183, -1, 181, 182, 236, -1, -1, -1, 236]","['I', 'J', 'O', 'I', 'E', 'D', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:09:39,00:15:39
144,V,E,2009-01-01 11:28:58,00:58:05,2009-01-01 12:27:03,2009-01-01 12:46:58,00:54:00,2009-01-01 13:21:03,2009-01-01 13:22:58,8,"[117, 115, 141, 139, 143, 114, 141, 115, 114, 147, 150, -1, 117, 144, 145, 143, -1, 139, 145, -1, -1, 147, 150, -1, -1, 144]","['O', 'I', 'I', 'I', 'C', 'B', 'B', 'H', 'I', 'O', 'O', 'N', 'R', 'V', 'V', 'V', 'R', 'X', 'T', 'N', 'H', 'G', 'G', 'C', 'D', 'E']",00:01:55,00:19:55
182,I,B,2009-01-01 12:04:07,00:55:02,2009-01-01 12:59:09,2009-01-01 13:10:07,00:24:00,2009-01-01 13:23:09,2009-01-01 13:34:07,9,"[182, 181, 183, -1, 183, -1, 181, 182, 236, -1, -1, -1, 236]","['I', 'J', 'O', 'I', 'E', 'D', 'C', 'B', 'A', 'F', 'K', 'Q', 'W']",00:10:58,00:10:58
246,L,J,2009-01-01 13:06:02,00:00:00,2009-01-01 13:06:02,2009-01-01 13:36:02,00:18:00,2009-01-01 13:24:02,2009-01-01 13:54:02,7,"[246, 235, -1, 234, 246, 235, -1, -1, 237, -1, -1, 234, -1, 237]","['L', 'H', 'D', 'J', 'J', 'E', 'I', 'N', 'T', 'N', 'H', 'L', 'G', 'C']",00:30:00,00:30:00
216,H,U,2009-01-01 12:36:25,00:19:16,2009-01-01 12:55:41,2009-01-01 13:18:25,00:30:00,2009-01-01 13:25:41,2009-01-01 13:36:25,1,"[-1, 219, 216, -1, 225, 219, 221, 224, -1, 217, 222, 216, -1, 217, -1, -1, 225, 222, -1, 221, 226, 224, -1, -1, -1, 226]","['A', 'G', 'H', 'L', 'P', 'P', 'K', 'K', 'P', 'U', 'U', 'U', 'P', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'D', 'H', 'L', 'Q', 'W']",00:10:44,00:22:44
235,H,E,2009-01-01 12:59:04,00:12:58,2009-01-01 13:12:02,2009-01-01 13:41:04,00:18:00,2009-01-01 13:30:02,2009-01-01 13:59:04,7,"[246, 235, -1, 234, 246, 235, -1, -1, 237, -1, -1, 234, -1, 237]","['L', 'H', 'D', 'J', 'J', 'E', 'I', 'N', 'T', 'N', 'H', 'L', 'G', 'C']",00:29:02,00:29:02
211,L,Y,2009-01-01 12:34:09,00:30:00,2009-01-01 13:04:09,2009-01-01 13:34:09,00:30:00,2009-01-01 13:34:09,2009-01-01 14:04:09,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:30:00,00:30:00
251,C,O,2009-01-01 13:15:16,00:16:38,2009-01-01 13:31:54,2009-01-01 13:51:16,00:06:00,2009-01-01 13:37:54,2009-01-01 14:03:16,5,"[212, 251, -1, 251, 257, 248, 269, 212, 248, 250, -1, 250, -1, 269, -1, -1, -1, 257]","['I', 'C', 'I', 'O', 'T', 'Y', 'Y', 'S', 'W', 'V', 'R', 'X', 'S', 'O', 'I', 'C', 'B', 'F']",00:25:22,00:19:22
195,R,F,2009-01-01 12:23:02,00:57:50,2009-01-01 13:20:52,2009-01-01 13:41:02,00:18:00,2009-01-01 13:38:52,2009-01-01 13:53:02,4,"[172, 195, 258, -1, 195, 172, 258, -1, -1, -1, 252, -1, 252]","['W', 'R', 'Q', 'K', 'F', 'A', 'A', 'B', 'C', 'I', 'O', 'I', 'D']",00:14:10,00:20:10
217,U,K,2009-01-01 12:36:40,00:56:25,2009-01-01 13:33:05,2009-01-01 13:36:40,00:06:00,2009-01-01 13:39:05,2009-01-01 13:48:40,1,"[225, 221, 224, -1, 217, 222, 262, 268, 217, 262, 268, 225, 222, -1, 221, 226, 271, 224, 271, -1, -1, 226]","['P', 'K', 'K', 'P', 'U', 'U', 'P', 'K', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'E', 'D', 'I', 'M', 'Q', 'W']",00:09:35,00:03:35
173,D,T,2009-01-01 11:56:56,01:17:00,2009-01-01 13:13:56,2009-01-01 13:14:56,00:30:00,2009-01-01 13:43:56,2009-01-01 13:56:56,2,"[173, -1, 249, -1, -1, 173, 249]","['D', 'H', 'L', 'H', 'N', 'T', 'Y']",00:13:00,00:01:00
172,W,A,2009-01-01 11:56:03,01:24:49,2009-01-01 13:20:52,2009-01-01 13:26:03,00:24:00,2009-01-01 13:44:52,2009-01-01 13:50:03,4,"[172, 195, 258, -1, 195, 172, 258, -1, -1, -1, 252, -1, 252]","['W', 'R', 'Q', 'K', 'F', 'A', 'A', 'B', 'C', 'I', 'O', 'I', 'D']",00:05:11,00:05:11
258,Q,A,2009-01-01 13:20:52,00:06:00,2009-01-01 13:26:52,2009-01-01 13:56:52,00:18:00,2009-01-01 13:44:52,2009-01-01 14:14:52,4,"[172, 195, 258, -1, 195, 172, 258, -1, -1, -1, 252, -1, 252]","['W', 'R', 'Q', 'K', 'F', 'A', 'A', 'B', 'C', 'I', 'O', 'I', 'D']",00:30:00,00:30:00
262,P,G,2009-01-01 13:25:42,00:07:23,2009-01-01 13:33:05,2009-01-01 13:55:42,00:12:00,2009-01-01 13:45:05,2009-01-01 14:07:42,1,"[225, 221, 224, -1, 217, 222, 262, 268, 217, 262, 268, 225, 222, -1, 221, 226, 271, 224, 271, -1, -1, 226]","['P', 'K', 'K', 'P', 'U', 'U', 'P', 'K', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'E', 'D', 'I', 'M', 'Q', 'W']",00:22:37,00:22:37
205,H,O,2009-01-01 12:30:32,00:34:32,2009-01-01 13:05:04,2009-01-01 13:12:32,00:42:00,2009-01-01 13:47:04,2009-01-01 13:48:32,0,"[205, 206, 244, -1, 243, 206, 244, -1, -1, 202, 233, -1, 205, -1, 243, -1, -1, 202, -1, -1, -1, 233]","['H', 'D', 'H', 'B', 'F', 'F', 'F', 'L', 'R', 'X', 'X', 'S', 'O', 'I', 'E', 'D', 'C', 'B', 'F', 'K', 'P', 'U']",00:01:28,00:07:28
268,K,M,2009-01-01 13:31:29,00:07:36,2009-01-01 13:39:05,2009-01-01 14:07:29,00:12:00,2009-01-01 13:51:05,2009-01-01 14:19:29,1,"[225, 221, 224, -1, 217, 222, 262, 268, 217, 262, 268, 225, 222, -1, 221, 226, 271, 224, 271, -1, -1, 226]","['P', 'K', 'K', 'P', 'U', 'U', 'P', 'K', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'E', 'D', 'I', 'M', 'Q', 'W']",00:28:24,00:28:24
212,I,S,2009-01-01 12:35:22,00:56:32,2009-01-01 13:31:54,2009-01-01 13:35:22,00:24:00,2009-01-01 13:55:54,2009-01-01 13:59:22,5,"[212, 251, -1, 251, 257, 248, 269, 212, 248, 250, -1, 250, -1, 269, -1, -1, -1, 257]","['I', 'C', 'I', 'O', 'T', 'Y', 'Y', 'S', 'W', 'V', 'R', 'X', 'S', 'O', 'I', 'C', 'B', 'F']",00:03:28,00:03:28
264,S,G,2009-01-01 13:25:51,00:19:11,2009-01-01 13:45:02,2009-01-01 14:13:51,00:12:00,2009-01-01 13:57:02,2009-01-01 14:25:51,8,"[-1, 260, 264, -1, 264, 259, 260, -1, -1, 259, -1, -1, 277, 281, -1, 281, -1, 277]","['M', 'S', 'S', 'M', 'G', 'B', 'A', 'G', 'M', 'S', 'M', 'Q', 'U', 'U', 'Q', 'M', 'I', 'O']",00:28:49,00:28:49
220,N,Y,2009-01-01 12:38:42,00:24:21,2009-01-01 13:03:03,2009-01-01 13:14:42,00:54:00,2009-01-01 13:57:03,2009-01-01 14:14:42,6,"[220, -1, 238, -1, -1, 238, 218, 241, -1, 239, -1, 223, -1, 220, 218, -1, 241, -1, -1, 239, -1, -1, -1, 223]","['N', 'I', 'E', 'D', 'C', 'B', 'A', 'A', 'F', 'K', 'Q', 'W', 'S', 'Y', 'Y', 'S', 'O', 'I', 'C', 'B', 'F', 'K', 'P', 'U']",00:17:39,00:11:39
218,A,Y,2009-01-01 12:37:21,00:43:42,2009-01-01 13:21:03,2009-01-01 13:49:21,00:36:00,2009-01-01 13:57:03,2009-01-01 14:13:21,6,"[220, -1, 238, -1, -1, 238, 218, 241, -1, 239, -1, 223, -1, 220, 218, -1, 241, -1, -1, 239, -1, -1, -1, 223]","['N', 'I', 'E', 'D', 'C', 'B', 'A', 'A', 'F', 'K', 'Q', 'W', 'S', 'Y', 'Y', 'S', 'O', 'I', 'C', 'B', 'F', 'K', 'P', 'U']",00:16:18,00:28:18
225,P,S,2009-01-01 12:42:55,00:50:10,2009-01-01 13:33:05,2009-01-01 13:42:55,00:24:00,2009-01-01 13:57:05,2009-01-01 14:42:55,1,"[225, 221, 224, -1, 217, 222, 262, 268, 217, 262, 268, 225, 222, -1, 221, 226, 271, 224, 271, -1, -1, 226]","['P', 'K', 'K', 'P', 'U', 'U', 'P', 'K', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'E', 'D', 'I', 'M', 'Q', 'W']",00:45:50,00:09:50
222,U,S,2009-01-01 12:39:23,00:53:42,2009-01-01 13:33:05,2009-01-01 13:45:23,00:24:00,2009-01-01 13:57:05,2009-01-01 14:27:23,1,"[225, 221, 224, -1, 217, 222, 262, 268, 217, 262, 268, 225, 222, -1, 221, 226, 271, 224, 271, -1, -1, 226]","['P', 'K', 'K', 'P', 'U', 'U', 'P', 'K', 'K', 'G', 'M', 'S', 'S', 'M', 'I', 'E', 'E', 'D', 'I', 'M', 'Q', 'W']",00:30:18,00:12:18
204,Y,E,2009-01-01 12:30:06,01:04:03,2009-01-01 13:34:09,2009-01-01 14:00:06,00:24:00,2009-01-01 13:58:09,2009-01-01 14:24:06,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:25:57,00:25:57
198,L,E,2009-01-01 12:25:59,00:38:10,2009-01-01 13:04:09,2009-01-01 13:25:59,00:54:00,2009-01-01 13:58:09,2009-01-01 14:01:59,3,"[189, 199, -1, 197, -1, 187, 200, 198, 211, 200, 197, 199, 189, 187, -1, -1, 204, 211, -1, -1, -1, 198, 204]","['E', 'E', 'I', 'N', 'H', 'G', 'G', 'L', 'L', 'L', 'Q', 'Q', 'V', 'V', 'R', 'S', 'Y', 'Y', 'S', 'M', 'I', 'E', 'E']",00:03:50,00:21:50
243,F,E,2009-01-01 13:05:02,00:12:02,2009-01-01 13:17:04,2009-01-01 13:47:02,00:42:00,2009-01-01 13:59:04,2009-01-01 14:29:02,0,"[205, 206, 244, -1, 243, 206, 244, -1, -1, 202, 233, -1, 205, -1, 243, -1, -1, 202, -1, -1, -1, 233]","['H', 'D', 'H', 'B', 'F', 'F', 'F', 'L', 'R', 'X', 'X', 'S', 'O', 'I', 'E', 'D', 'C', 'B', 'F', 'K', 'P', 'U']",00:29:58,00:29:58
248,Y,W,2009-01-01 13:12:35,00:37:19,2009-01-01 13:49:54,2009-01-01 14:00:35,00:12:00,2009-01-01 14:01:54,2009-01-01 14:12:35,5,"[212, 251, -1, 251, 257, 248, 269, 212, 248, 250, -1, 250, -1, 269, -1, -1, -1, 257]","['I', 'C', 'I', 'O', 'T', 'Y', 'Y', 'S', 'W', 'V', 'R', 'X', 'S', 'O', 'I', 'C', 'B', 'F']",00:10:41,00:10:41
234,J,L,2009-01-01 12:55:15,00:39:01,2009-01-01 13:34:16,2009-01-01 13:49:15,00:30:00,2009-01-01 14:04:16,2009-01-01 14:07:15,7,"[234, 266, 237, 274, -1, 267, 270, 234, 275, 266, 275, 237, 274, -1, 270, 267]","['J', 'O', 'T', 'T', 'N', 'R', 'R', 'L', 'P', 'K', 'G', 'C', 'H', 'M', 'S', 'X']",00:02:59,00:14:59
249,L,Y,2009-01-01 13:13:56,00:32:42,2009-01-01 13:46:38,2009-01-01 13:55:56,00:18:00,2009-01-01 14:04:38,2009-01-01 14:19:56,2,"[249, -1, -1, 249, -1, -1, -1, 287, -1, -1, -1, 287]","['L', 'M', 'S', 'Y', 'S', 'M', 'Q', 'U', 'Q', 'M', 'I', 'E']",00:15:18,00:09:18
